session	timestamp	item
M620816861	1634958000.0	남성의류
M788884354	1635663600.0	남성의류
M223470587	1636005600.0	남성의류
M576365677	1636779600.0	남성의류
M132136393	1636963200.0	남성의류
M214500793	1637053200.0	남성의류
M618607606	1638158400.0	남성의류
M356254901	1638266400.0	남성의류
M585747974	1638507600.0	남성의류
M585747974	1638669600.0	남성의류
M057620037	1640412000.0	남성의류
M167232108	1640757600.0	남성의류
M148994562	1623398400.0	남성의류
M148994562	1623398400.0	남성의류
M148994562	1623398400.0	남성의류
M789180942	1611824400.0	남성의류
M913699475	1615212000.0	남성의류
M310931673	1615730400.0	남성의류
M310931673	1615730400.0	남성의류
M774155420	1615813200.0	남성의류
M774155420	1615813200.0	남성의류
M774155420	1615813200.0	남성의류
M774155420	1615813200.0	남성의류
M174171409	1615892400.0	남성의류
M430422631	1616047200.0	남성의류
M006976766	1618185600.0	남성의류
M408331492	1618822800.0	남성의류
M507495873	1618833600.0	남성의류
M991075960	1618902000.0	남성의류
M991075960	1618902000.0	남성의류
M833561479	1619607600.0	남성의류
M188501132	1619658000.0	남성의류
M188501132	1619658000.0	남성의류
M188501132	1619658000.0	남성의류
M438752714	1619899200.0	남성의류
M180510290	1620547200.0	남성의류
M180510290	1620547200.0	남성의류
M180510290	1620547200.0	남성의류
M168482736	1620720000.0	남성의류
M651080788	1620777600.0	남성의류
M073345379	1621191600.0	남성의류
M756230980	1621483200.0	남성의류
M763976752	1621566000.0	남성의류
M763976752	1621566000.0	남성의류
M547059331	1623301200.0	남성의류
M214908869	1623812400.0	남성의류
M057952519	1624003200.0	남성의류
M717154272	1629090000.0	주방잡화
M634422953	1610776800.0	테넌트/음식점
M345836433	1611115200.0	테넌트/음식점
M090161378	1611460800.0	테넌트/음식점
M090161378	1611460800.0	테넌트/음식점
M470940307	1612587600.0	테넌트/음식점
M187648034	1614596400.0	테넌트/음식점
M700606647	1615701600.0	테넌트/음식점
M133126973	1616655600.0	테넌트/음식점
M759146116	1621224000.0	테넌트/음식점
M172512920	1621760400.0	테넌트/음식점
M172512920	1621760400.0	테넌트/음식점
M077113476	1622095200.0	테넌트/음식점
M884060666	1622264400.0	테넌트/음식점
M749083326	1622696400.0	테넌트/음식점
M894332407	1623214800.0	테넌트/음식점
M934572979	1624773600.0	테넌트/음식점
M961351543	1624780800.0	테넌트/음식점
M857630881	1628413200.0	테넌트/음식점
M635415470	1630306800.0	테넌트/음식점
M024460495	1630558800.0	테넌트/음식점
M190983386	1630573200.0	테넌트/음식점
M823540779	1631242800.0	테넌트/음식점
M890569559	1632546000.0	테넌트/음식점
M890569559	1632546000.0	테넌트/음식점
M003230318	1633503600.0	테넌트/음식점
M755941253	1633942800.0	테넌트/음식점
M753501877	1634029200.0	테넌트/음식점
M125372513	1635130800.0	테넌트/음식점
M067382495	1635656400.0	테넌트/음식점
M902834636	1637470800.0	테넌트/음식점
M902834636	1637470800.0	테넌트/음식점
M610399864	1638010800.0	테넌트/음식점
M529718122	1638241200.0	테넌트/음식점
M162603003	1638428400.0	테넌트/음식점
M058727711	1639116000.0	테넌트/음식점
M105996917	1639360800.0	테넌트/음식점
M817314120	1639796400.0	테넌트/음식점
M131441552	1640239200.0	테넌트/음식점
M788721223	1640512800.0	테넌트/음식점
M788721223	1640512800.0	테넌트/음식점
M788721223	1640512800.0	테넌트/음식점
M776528188	1620194400.0	속옷/양말/홈웨어
M149184924	1624431600.0	속옷/양말/홈웨어
M000803099	1617955200.0	구기/필드스포츠
M761514493	1620198000.0	구기/필드스포츠
M934572979	1624773600.0	구기/필드스포츠
M119451964	1626588000.0	구기/필드스포츠
M847367606	1620360000.0	여성의류
M847367606	1620360000.0	여성의류
M282426461	1621227600.0	여성의류
M612619548	1622534400.0	여성의류
M173418566	1625983200.0	여성의류
M173418566	1625983200.0	여성의류
M440963019	1626674400.0	여성의류
M440963019	1626674400.0	여성의류
M502462795	1638601200.0	여성의류
M845113050	1640408400.0	여성의류
M115473305	1609761600.0	여성의류
M388118232	1616587200.0	여성의류
M048996717	1610870400.0	여성의류
M499047264	1620198000.0	여성의류
M164751127	1621324800.0	여성의류
M971547805	1622613600.0	여성의류
M004601295	1625212800.0	여성의류
M543753013	1626858000.0	여성의류
M543753013	1626858000.0	여성의류
M118728111	1628236800.0	여성의류
M831585583	1628388000.0	여성의류
M418734455	1631944800.0	여성의류
M385351328	1634022000.0	여성의류
M535381715	1635213600.0	여성의류
M535381715	1635213600.0	여성의류
M535381715	1635213600.0	여성의류
M688929615	1635325200.0	여성의류
M688929615	1635325200.0	여성의류
M688929615	1635325200.0	여성의류
M788884354	1635660000.0	여성의류
M139009394	1638522000.0	여성의류
M496133115	1637823600.0	여성의류
M068291615	1619409600.0	여성의류
M547599920	1610244000.0	음료
M084842868	1610773200.0	음료
M774752709	1611986400.0	음료
M084842868	1612069200.0	음료
M809014320	1614412800.0	음료
M809014320	1614416400.0	음료
M744260848	1615618800.0	음료
M521195662	1615618800.0	음료
M287245913	1616212800.0	음료
M887821493	1616299200.0	음료
M970055354	1616306400.0	음료
M276801840	1617073200.0	음료
M795664641	1618030800.0	음료
M506196101	1622113200.0	음료
M323909309	1623571200.0	음료
M979242526	1624935600.0	음료
M788926696	1636344000.0	음료
M463048886	1639630800.0	음료
M771222450	1625284800.0	음료
M487914773	1625835600.0	음료
M049562016	1618992000.0	음료
M173736737	1623636000.0	음료
M111045893	1624881600.0	음료
M111045893	1624881600.0	음료
M173736737	1625018400.0	음료
M921166913	1636333200.0	음료
M039964100	1638615600.0	음료
M549342053	1609995600.0	음료
M549342053	1609995600.0	음료
M028080825	1610701200.0	음료
M077067386	1611979200.0	음료
M077067386	1611979200.0	음료
M267811871	1617159600.0	음료
M931690130	1620849600.0	음료
M078908448	1621062000.0	음료
M472007029	1621756800.0	음료
M472007029	1621756800.0	음료
M724286352	1622955600.0	음료
M097951608	1623898800.0	음료
M039693427	1629684000.0	음료
M997482914	1633741200.0	음료
M537521719	1633993200.0	음료
M614691095	1634626800.0	음료
M536303798	1636783200.0	음료
M536303798	1636783200.0	음료
M088303198	1636873200.0	음료
M485154566	1637557200.0	음료
M481811966	1638165600.0	음료
M195961386	1639886400.0	음료
M240801927	1618149600.0	음료
M989998545	1610676000.0	아웃도어/레저
M422382728	1610787600.0	아웃도어/레저
M799752088	1610870400.0	아웃도어/레저
M355284559	1611655200.0	아웃도어/레저
M169152550	1612926000.0	아웃도어/레저
M386119894	1613271600.0	아웃도어/레저
M963086249	1615006800.0	아웃도어/레저
M963086249	1615006800.0	아웃도어/레저
M226940675	1615435200.0	아웃도어/레저
M226940675	1615435200.0	아웃도어/레저
M226940675	1615435200.0	아웃도어/레저
M643046127	1615449600.0	아웃도어/레저
M643046127	1615449600.0	아웃도어/레저
M139530986	1615626000.0	아웃도어/레저
M355284559	1616317200.0	아웃도어/레저
M459421460	1619931600.0	아웃도어/레저
M459421460	1619931600.0	아웃도어/레저
M265873233	1620619200.0	아웃도어/레저
M947655040	1624600800.0	아웃도어/레저
M970457257	1624701600.0	아웃도어/레저
M913934979	1624773600.0	아웃도어/레저
M792401096	1625907600.0	아웃도어/레저
M792401096	1626166800.0	아웃도어/레저
M887441758	1628233200.0	아웃도어/레저
M832109116	1628935200.0	아웃도어/레저
M686751836	1629612000.0	아웃도어/레저
M686751836	1629612000.0	아웃도어/레저
M271546191	1632038400.0	아웃도어/레저
M271546191	1632038400.0	아웃도어/레저
M913934979	1633248000.0	아웃도어/레저
M913345263	1633665600.0	아웃도어/레저
M214075725	1633770000.0	아웃도어/레저
M949596340	1634551200.0	아웃도어/레저
M569430447	1635055200.0	아웃도어/레저
M527237237	1635231600.0	아웃도어/레저
M116269240	1636182000.0	아웃도어/레저
M605561315	1636426800.0	아웃도어/레저
M341397025	1637560800.0	아웃도어/레저
M518578066	1638496800.0	아웃도어/레저
M423428501	1638522000.0	아웃도어/레저
M239654567	1638669600.0	아웃도어/레저
M239654567	1638669600.0	아웃도어/레저
M772185995	1639029600.0	아웃도어/레저
M493138923	1639188000.0	아웃도어/레저
M151882213	1639296000.0	아웃도어/레저
M151882213	1639296000.0	아웃도어/레저
M845113050	1640408400.0	아웃도어/레저
M955962077	1627020000.0	아웃도어/레저
M269404921	1612843200.0	남성의류
M249768602	1615010400.0	남성의류
M136254702	1619607600.0	남성의류
M554164831	1619755200.0	남성의류
M895923147	1621562400.0	남성의류
M113803692	1628215200.0	남성의류
M353955466	1637132400.0	남성의류
M329450492	1638932400.0	남성의류
M763976752	1610348400.0	남성의류
M098753432	1613307600.0	남성의류
M791730423	1614697200.0	남성의류
M619669341	1622242800.0	남성의류
M619948115	1632402000.0	남성의류
M619948115	1632751200.0	남성의류
M532959510	1638352800.0	남성의류
M532959510	1638547200.0	남성의류
M818810892	1609567200.0	여성의류
M818810892	1609567200.0	여성의류
M818810892	1609567200.0	여성의류
M402695717	1611039600.0	여성의류
M274330260	1611208800.0	여성의류
M090161378	1611378000.0	여성의류
M321355386	1611802800.0	여성의류
M190065363	1611990000.0	여성의류
M096281099	1612850400.0	여성의류
M478969101	1613880000.0	여성의류
M898642742	1614567600.0	여성의류
M214908869	1615431600.0	여성의류
M842100193	1615712400.0	여성의류
M892283877	1615777200.0	여성의류
M864323061	1615982400.0	여성의류
M610628874	1616212800.0	여성의류
M421558845	1616302800.0	여성의류
M897749486	1616313600.0	여성의류
M617570725	1616659200.0	여성의류
M837650117	1617267600.0	여성의류
M957365271	1617958800.0	여성의류
M878626074	1619942400.0	여성의류
M669566522	1620194400.0	여성의류
M887200697	1620370800.0	여성의류
M887200697	1620374400.0	여성의류
M632078704	1620795600.0	여성의류
M632078704	1620795600.0	여성의류
M335775254	1621242000.0	여성의류
M335775254	1621242000.0	여성의류
M355103572	1621738800.0	여성의류
M164751127	1622188800.0	여성의류
M387418422	1622390400.0	여성의류
M634944768	1623211200.0	여성의류
M603803087	1623564000.0	여성의류
M827703438	1624773600.0	여성의류
M386733527	1626235200.0	여성의류
M870136187	1627455600.0	여성의류
M824202897	1628229600.0	여성의류
M831424973	1628305200.0	여성의류
M891303333	1629010800.0	여성의류
M532618619	1629450000.0	여성의류
M327240283	1631170800.0	여성의류
M490236664	1632812400.0	여성의류
M490236664	1632812400.0	여성의류
M418734455	1633147200.0	여성의류
M510922775	1633676400.0	여성의류
M510922775	1633676400.0	여성의류
M437272116	1633766400.0	여성의류
M437272116	1633766400.0	여성의류
M632049811	1633842000.0	여성의류
M349176559	1633946400.0	여성의류
M835041470	1634198400.0	여성의류
M167182365	1634896800.0	여성의류
M516454362	1635332400.0	여성의류
M516454362	1635332400.0	여성의류
M516454362	1635332400.0	여성의류
M987581997	1635411600.0	여성의류
M539152559	1635584400.0	여성의류
M188501132	1636174800.0	여성의류
M709130017	1636704000.0	여성의류
M555660410	1637809200.0	여성의류
M066971315	1637920800.0	여성의류
M066971315	1637920800.0	여성의류
M620842797	1638158400.0	여성의류
M118728111	1638169200.0	여성의류
M833739804	1638234000.0	여성의류
M139009394	1638594000.0	여성의류
M245599057	1639202400.0	여성의류
M376886106	1611554400.0	여성의류
M376886106	1615176000.0	여성의류
M439557491	1619334000.0	여성의류
M817228218	1628935200.0	여성의류
M817228218	1628935200.0	여성의류
M817228218	1629014400.0	여성의류
M642496686	1634536800.0	여성의류
M897749486	1638525600.0	여성의류
M340011301	1639461600.0	여성의류
M266996687	1615550400.0	여성의류
M752042559	1618761600.0	여성의류
M752042559	1618761600.0	여성의류
M264844495	1620367200.0	여성의류
M233947958	1620903600.0	여성의류
M233947958	1620903600.0	여성의류
M156157049	1621033200.0	여성의류
M849676769	1625637600.0	여성의류
M849676769	1625637600.0	여성의류
M465331903	1612072800.0	남성의류
M965390431	1624161600.0	남성의류
M339996343	1631962800.0	남성의류
M284529154	1634450400.0	남성의류
M093815874	1639558800.0	남성의류
M093815874	1639558800.0	남성의류
M531057368	1640408400.0	남성의류
M634422953	1610773200.0	유아동의류
M033447708	1614585600.0	유아동의류
M279982422	1621245600.0	유아동의류
M445765107	1622354400.0	유아동의류
M858128063	1622962800.0	유아동의류
M830048044	1629529200.0	유아동의류
M632049811	1633845600.0	유아동의류
M321614034	1637478000.0	유아동의류
M353578422	1611201600.0	스포츠패션
M779652403	1612944000.0	스포츠패션
M321545775	1616997600.0	스포츠패션
M524995406	1619938800.0	스포츠패션
M524995406	1619938800.0	스포츠패션
M524995406	1619938800.0	스포츠패션
M524995406	1619938800.0	스포츠패션
M119451964	1621152000.0	스포츠패션
M605561315	1622696400.0	스포츠패션
M605561315	1622700000.0	스포츠패션
M768197659	1624165200.0	스포츠패션
M759528268	1624172400.0	스포츠패션
M759528268	1624176000.0	스포츠패션
M664308678	1626318000.0	스포츠패션
M327240283	1631170800.0	스포츠패션
M144387650	1632286800.0	스포츠패션
M144387650	1634180400.0	스포츠패션
M918512922	1636254000.0	스포츠패션
M705830506	1638601200.0	스포츠패션
M705830506	1638601200.0	스포츠패션
M501886558	1639206000.0	스포츠패션
M501886558	1639206000.0	스포츠패션
M264844495	1617627600.0	스포츠패션
M559317193	1617966000.0	스포츠패션
M775168502	1631329200.0	주방잡화
M189435186	1635577200.0	주방잡화
M552806075	1617159600.0	여성의류
M618816121	1623909600.0	여성의류
M671960696	1628906400.0	여성의류
M418734455	1633147200.0	여성의류
M551036531	1609819200.0	여성의류
M592752477	1610604000.0	여성의류
M376886106	1615179600.0	여성의류
M558551179	1620457200.0	여성의류
M747126275	1627887600.0	여성의류
M020835170	1634464800.0	여성의류
M082128224	1634634000.0	여성의류
M516454362	1637748000.0	여성의류
M248824070	1638064800.0	여성의류
M496756361	1613185200.0	여성의류
M906710255	1625187600.0	식기/조리기구
M301196963	1613818800.0	식기/조리기구
M189691690	1624093200.0	식기/조리기구
M773620572	1612882800.0	식기/조리기구
M970055354	1609653600.0	스포츠패션
M490720729	1610787600.0	스포츠패션
M865983991	1611378000.0	스포츠패션
M321722540	1611475200.0	스포츠패션
M479508118	1611554400.0	스포츠패션
M169152550	1612926000.0	스포츠패션
M749743674	1613203200.0	스포츠패션
M030424405	1613206800.0	스포츠패션
M951990366	1613210400.0	스포츠패션
M409569496	1613440800.0	스포츠패션
M094361352	1613552400.0	스포츠패션
M752180661	1613642400.0	스포츠패션
M654040897	1614160800.0	스포츠패션
M534179870	1614585600.0	스포츠패션
M332585804	1615348800.0	스포츠패션
M345278803	1615712400.0	스포츠패션
M087300788	1616738400.0	스포츠패션
M592464138	1616828400.0	스포츠패션
M900859502	1616914800.0	스포츠패션
M440478321	1618041600.0	스포츠패션
M761109386	1618113600.0	스포츠패션
M906710255	1618642800.0	스포츠패션
M525938876	1618714800.0	스포츠패션
M488279305	1619672400.0	스포츠패션
M887200697	1620374400.0	스포츠패션
M492032380	1620378000.0	스포츠패션
M119451964	1621152000.0	스포츠패션
M069211580	1621666800.0	스포츠패션
M237099722	1622862000.0	스포츠패션
M237099722	1622862000.0	스포츠패션
M237099722	1622862000.0	스포츠패션
M237099722	1622862000.0	스포츠패션
M634944768	1623211200.0	스포츠패션
M120506167	1623578400.0	스포츠패션
M768197659	1624161600.0	스포츠패션
M923648269	1624176000.0	스포츠패션
M923648269	1624176000.0	스포츠패션
M923648269	1624176000.0	스포츠패션
M923648269	1624179600.0	스포츠패션
M970457257	1624690800.0	스포츠패션
M337582887	1626490800.0	스포츠패션
M337582887	1626490800.0	스포츠패션
M320274463	1626678000.0	스포츠패션
M320274463	1626678000.0	스포츠패션
M290221547	1627891200.0	스포츠패션
M011685716	1628406000.0	스포츠패션
M011685716	1628406000.0	스포츠패션
M884060666	1629604800.0	스포츠패션
M352686609	1629615600.0	스포츠패션
M386837337	1629702000.0	스포츠패션
M594633638	1630216800.0	스포츠패션
M192645590	1630558800.0	스포츠패션
M962553568	1632286800.0	스포츠패션
M388750572	1632736800.0	스포츠패션
M418734455	1633147200.0	스포츠패션
M568123233	1633759200.0	스포츠패션
M859477998	1634353200.0	스포츠패션
M133126973	1635066000.0	스포츠패션
M884264010	1635408000.0	스포츠패션
M861731445	1636797600.0	스포츠패션
M046057112	1637737200.0	스포츠패션
M605720584	1637834400.0	스포츠패션
M605720584	1637834400.0	스포츠패션
M605720584	1637834400.0	스포츠패션
M605720584	1637834400.0	스포츠패션
M336360825	1638774000.0	스포츠패션
M123060345	1640484000.0	스포츠패션
M330564235	1615532400.0	과자
M729686316	1630656000.0	과자
M613800786	1618632000.0	유아동의류
M080607985	1626944400.0	유아동의류
M270284138	1627275600.0	유아동의류
M944576759	1633338000.0	유아동의류
M475735319	1638237600.0	유아동의류
M328833329	1611270000.0	유아동의류
M814202734	1610179200.0	테넌트/음식점
M540397589	1611982800.0	테넌트/음식점
M540397589	1611982800.0	테넌트/음식점
M321355386	1612864800.0	테넌트/음식점
M090161378	1613278800.0	테넌트/음식점
M802147429	1613282400.0	테넌트/음식점
M250892869	1613790000.0	테넌트/음식점
M429995639	1614074400.0	테넌트/음식점
M809014320	1614405600.0	테넌트/음식점
M716735700	1615089600.0	테넌트/음식점
M187648034	1616983200.0	테넌트/음식점
M627074648	1618048800.0	테넌트/음식점
M617292284	1619751600.0	테넌트/음식점
M527237237	1620637200.0	테넌트/음식점
M234557674	1620990000.0	테넌트/음식점
M617292284	1622890800.0	테넌트/음식점
M345841186	1624788000.0	테넌트/음식점
M151263853	1625565600.0	테넌트/음식점
M186069572	1625569200.0	테넌트/음식점
M008598245	1627185600.0	테넌트/음식점
M001080017	1627812000.0	테넌트/음식점
M339735821	1629273600.0	테넌트/음식점
M905580758	1629604800.0	테넌트/음식점
M491188617	1629864000.0	테넌트/음식점
M955962077	1630976400.0	테넌트/음식점
M533928784	1633593600.0	테넌트/음식점
M119509035	1634468400.0	테넌트/음식점
M566859854	1634983200.0	테넌트/음식점
M003468477	1637319600.0	테넌트/음식점
M360501913	1637481600.0	테넌트/음식점
M360501913	1637481600.0	테넌트/음식점
M812562019	1639540800.0	테넌트/음식점
M746368045	1639648800.0	테넌트/음식점
M385238730	1639803600.0	테넌트/음식점
M291251361	1640422800.0	테넌트/음식점
M459421460	1610856000.0	테넌트/음식점
M459421460	1610856000.0	테넌트/음식점
M765553081	1613880000.0	테넌트/음식점
M680832973	1618200000.0	테넌트/음식점
M877890908	1623466800.0	테넌트/음식점
M877890908	1623466800.0	테넌트/음식점
M015999293	1631696400.0	테넌트/음식점
M015999293	1631696400.0	테넌트/음식점
M747849852	1634698800.0	테넌트/음식점
M754443136	1639897200.0	테넌트/음식점
M529662491	1610182800.0	테넌트/음식점
M529718122	1610352000.0	테넌트/음식점
M905556761	1610794800.0	테넌트/음식점
M442807877	1611028800.0	테넌트/음식점
M455098326	1612677600.0	테넌트/음식점
M455098326	1612677600.0	테넌트/음식점
M455098326	1612677600.0	테넌트/음식점
M027358427	1613019600.0	테넌트/음식점
M027358427	1613019600.0	테넌트/음식점
M033447708	1613102400.0	테넌트/음식점
M462924690	1613300400.0	테넌트/음식점
M117328626	1613883600.0	테넌트/음식점
M196426705	1614222000.0	테넌트/음식점
M169829353	1614589200.0	테넌트/음식점
M169829353	1614592800.0	테넌트/음식점
M249768602	1615003200.0	테넌트/음식점
M379849791	1615089600.0	테넌트/음식점
M716735700	1615089600.0	테넌트/음식점
M270110510	1615093200.0	테넌트/음식점
M914890107	1615280400.0	테넌트/음식점
M634041591	1615870800.0	테넌트/음식점
M383131698	1615892400.0	테넌트/음식점
M955962077	1616122800.0	테넌트/음식점
M935023524	1616220000.0	테넌트/음식점
M060437737	1618030800.0	테넌트/음식점
M822971556	1618372800.0	테넌트/음식점
M192310344	1619751600.0	테넌트/음식점
M731725952	1620615600.0	테넌트/음식점
M783992164	1621155600.0	테넌트/음식점
M708331699	1621407600.0	테넌트/음식점
M650700835	1621656000.0	테넌트/음식점
M596838482	1621936800.0	테넌트/음식점
M863952386	1622196000.0	테넌트/음식점
M426251042	1622865600.0	테넌트/음식점
M616835513	1623571200.0	테넌트/음식점
M220851995	1624604400.0	테넌트/음식점
M253079849	1624762800.0	테넌트/음식점
M887441758	1625198400.0	테넌트/음식점
M266479026	1625396400.0	테넌트/음식점
M288359237	1625914800.0	테넌트/음식점
M119451964	1626588000.0	테넌트/음식점
M397739939	1627210800.0	테넌트/음식점
M397739939	1627210800.0	테넌트/음식점
M121894027	1627290000.0	테넌트/음식점
M673115422	1627358400.0	테넌트/음식점
M870136187	1627462800.0	테넌트/음식점
M060437737	1629007200.0	테넌트/음식점
M416928681	1629601200.0	테넌트/음식점
M494867647	1630054800.0	테넌트/음식점
M635415470	1630306800.0	테넌트/음식점
M375794250	1630663200.0	테넌트/음식점
M326557740	1630821600.0	테넌트/음식점
M314424191	1631340000.0	테넌트/음식점
M004595449	1631682000.0	테넌트/음식점
M618816121	1632564000.0	테넌트/음식점
M047369323	1634457600.0	테넌트/음식점
M270110510	1634882400.0	테넌트/음식점
M062081677	1634972400.0	테넌트/음식점
M321652667	1635408000.0	테넌트/음식점
M836527905	1636275600.0	테넌트/음식점
M688322510	1637388000.0	테넌트/음식점
M688322510	1637388000.0	테넌트/음식점
M688322510	1637388000.0	테넌트/음식점
M688322510	1637388000.0	테넌트/음식점
M909761575	1637650800.0	테넌트/음식점
M403318291	1637910000.0	테넌트/음식점
M403318291	1637910000.0	테넌트/음식점
M403318291	1637910000.0	테넌트/음식점
M475735319	1638241200.0	테넌트/음식점
M428295534	1638867600.0	테넌트/음식점
M602512152	1639191600.0	테넌트/음식점
M724327660	1639274400.0	테넌트/음식점
M981965740	1640412000.0	테넌트/음식점
M775749998	1640592000.0	테넌트/음식점
M404601477	1640667600.0	테넌트/음식점
M817131362	1637748000.0	테넌트/음식점
M455668331	1640246400.0	테넌트/음식점
M321355386	1611795600.0	조리식품
M884264010	1614333600.0	조리식품
M723767327	1616983200.0	조리식품
M552806075	1617163200.0	조리식품
M695114932	1618027200.0	조리식품
M350602030	1618473600.0	조리식품
M887821493	1619244000.0	조리식품
M193229240	1619604000.0	조리식품
M488279305	1619676000.0	조리식품
M140564123	1619848800.0	조리식품
M140564123	1620032400.0	조리식품
M796754697	1620115200.0	조리식품
M809394711	1624417200.0	조리식품
M809394711	1624417200.0	조리식품
M976888680	1624586400.0	조리식품
M503922111	1625025600.0	조리식품
M205339773	1625634000.0	조리식품
M460361337	1626318000.0	조리식품
M157377613	1626426000.0	조리식품
M409449966	1627538400.0	조리식품
M247545910	1629266400.0	조리식품
M744398204	1629871200.0	조리식품
M335775254	1633312800.0	조리식품
M241891994	1634443200.0	조리식품
M865933855	1635148800.0	조리식품
M987581997	1635411600.0	조리식품
M632904203	1636174800.0	조리식품
M632904203	1636869600.0	조리식품
M226419325	1637398800.0	조리식품
M055113089	1638262800.0	조리식품
M186069572	1640059200.0	조리식품
M437272116	1640415600.0	조리식품
M353578422	1640581200.0	조리식품
M614769460	1640836800.0	조리식품
M614769460	1640836800.0	조리식품
M614769460	1640836800.0	조리식품
M274678083	1614560400.0	조리식품
M198496280	1623484800.0	조리식품
M681732569	1629781200.0	조리식품
M681732569	1629781200.0	조리식품
M490236664	1614412800.0	패션잡화
M759146116	1616122800.0	패션잡화
M900859502	1616914800.0	패션잡화
M900859502	1616914800.0	패션잡화
M936745012	1617951600.0	패션잡화
M492032380	1617962400.0	패션잡화
M492032380	1617962400.0	패션잡화
M492032380	1617962400.0	패션잡화
M174081117	1618639200.0	패션잡화
M847367606	1620363600.0	패션잡화
M972895183	1621242000.0	패션잡화
M972895183	1621314000.0	패션잡화
M843678091	1622343600.0	패션잡화
M370032519	1623819600.0	패션잡화
M551514606	1629007200.0	패션잡화
M890826660	1630303200.0	패션잡화
M534892574	1634954400.0	패션잡화
M426251042	1636099200.0	패션잡화
M586542060	1638774000.0	패션잡화
M428295534	1639803600.0	패션잡화
M126324486	1621134000.0	패션잡화
M827636976	1618218000.0	패션잡화
M796134079	1610006400.0	스포츠패션
M640798140	1610784000.0	스포츠패션
M819357987	1610866800.0	스포츠패션
M322961163	1611543600.0	스포츠패션
M326939197	1611885600.0	스포츠패션
M540397589	1611982800.0	스포츠패션
M794487000	1612598400.0	스포츠패션
M892283877	1613631600.0	스포츠패션
M892283877	1613631600.0	스포츠패션
M892283877	1613631600.0	스포츠패션
M211714914	1613808000.0	스포츠패션
M654040897	1614160800.0	스포츠패션
M675109937	1614409200.0	스포츠패션
M155612667	1614492000.0	스포츠패션
M169829353	1614589200.0	스포츠패션
M674993927	1615363200.0	스포츠패션
M524494997	1616634000.0	스포츠패션
M989260745	1618034400.0	스포츠패션
M479508118	1618120800.0	스포츠패션
M948890207	1618470000.0	스포츠패션
M192310344	1618542000.0	스포츠패션
M190978961	1619146800.0	스포츠패션
M538730970	1619330400.0	스포츠패션
M538730970	1619330400.0	스포츠패션
M066100206	1619431200.0	스포츠패션
M206250406	1619582400.0	스포츠패션
M948890207	1620021600.0	스포츠패션
M504419132	1620439200.0	스포츠패션
M504419132	1620439200.0	스포츠패션
M209043867	1620457200.0	스포츠패션
M209043867	1620457200.0	스포츠패션
M023505680	1621242000.0	스포츠패션
M701466144	1621580400.0	스포츠패션
M301708424	1622962800.0	스포츠패션
M525938876	1622973600.0	스포츠패션
M113803692	1623564000.0	스포츠패션
M923648269	1624176000.0	스포츠패션
M340011301	1624240800.0	스포츠패션
M947655040	1624597200.0	스포츠패션
M320200378	1625036400.0	스포츠패션
M192714183	1625119200.0	스포츠패션
M814870139	1625281200.0	스포츠패션
M320274463	1626678000.0	스포츠패션
M506196101	1626678000.0	스포츠패션
